student_id,gender,grade_level,gpa_band,admission_subject_group,high_school_subject_orientation,location_type,family_income_level,willing_to_relocate,preferred_study_budget,career_priority,role_model_field,math_skill,language_skill,analytical_skill,creativity,problem_solving,technology_interest,business_interest,finance_interest,social_interest,design_interest,communication_skill,leadership,teamwork_preference,adaptability,stress_tolerance,practical_learning_preference,mentor_need,roadmap_need,guidance_need,learning_motivation,labor_market_awareness,growth_mindset,student_cluster,recommended_major,recommended_courses,recommended_mentor_type,recommended_career_path,data_type,assessment_source,generation_method,generated_version
S0130,Male,Grade 12,5.0-6.4,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,No,High,Growth,Business,4,4,5,3,4,4,4,4,3,3,1,3,3,2,1,3,3,3,1,1,3,4,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0131,Male,Grade 11,8.0-8.9,Undecided,Arts-Media-oriented,Suburban,Medium,Yes,Medium,Stability,Business,1,3,3,5,3,3,3,1,4,5,4,5,1,4,2,4,3,3,3,3,2,4,Creative-Design,Communication and Digital Media / Truyền thông & Truyền thông số,Communication; Content Creation; Digital Marketing; Media Planning,Communication / Media Mentor,Communication Foundation → Media Projects → Digital Communication Pathway,synthetic,assessment_driven,domain_informed_rules,v1.4
S0132,Male,Grade 12,8.0-8.9,Undecided,Arts-Media-oriented,Urban,Medium,Yes,Low,Passion,Business,3,2,3,5,3,3,2,4,4,5,3,4,3,4,2,5,3,3,3,3,3,4,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0133,Male,Grade 12,5.0-6.4,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Yes,Medium,Passion,Finance,5,4,5,3,4,5,4,4,3,3,2,3,4,3,4,4,3,3,3,1,3,3,Tech-Analytical,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0134,Female,Grade 11,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Rural,Medium,Undecided,Medium,Stability,Undecided,4,4,4,4,3,5,5,3,4,2,3,4,3,2,2,3,3,3,2,3,3,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0135,Male,Grade 12,9.0-10.0,"D01 - Math, Literature, English",Language-Business-oriented,Rural,Medium,Yes,Low,Growth,Technology,3,4,5,3,4,2,4,5,3,4,4,3,2,2,3,3,2,5,4,3,4,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0136,Male,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,Medium,Undecided,Low,Social Impact,Undecided,4,3,3,3,3,2,3,4,4,3,2,3,2,4,5,3,4,2,2,3,5,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0137,Female,Grade 12,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Rural,Low,No,Medium,Growth,Business,4,3,5,3,4,5,2,3,3,3,3,3,1,3,4,3,3,4,3,3,2,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0138,Female,Grade 12,8.0-8.9,Undecided,Arts-Media-oriented,Suburban,High,Yes,Medium,Growth,Design,3,3,3,5,4,2,4,3,3,5,2,2,3,2,5,4,3,3,2,3,3,4,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Assistant → UX/UI Designer → Product Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0139,Female,Grade 12,9.0-10.0,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,Medium,No,Low,Salary,Technology,3,3,3,3,5,3,5,4,2,4,4,5,2,4,3,3,3,3,4,3,3,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management; Online Learning Resources,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0140,Male,Grade 11,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-Business-oriented,Rural,Medium,Undecided,Medium,Growth,Education,3,3,3,4,2,3,2,3,3,3,2,4,4,3,1,3,4,5,5,4,2,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0141,Female,Grade 11,9.0-10.0,"C00 - Literature, History, Geography",Social-science-oriented,Rural,High,No,High,Salary,Healthcare,2,3,3,3,2,3,3,2,3,5,3,2,4,4,5,4,3,3,3,4,2,5,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0142,Female,Grade 11,9.0-10.0,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,Yes,Medium,Growth,Education,4,3,4,3,2,4,4,5,4,2,3,3,4,1,2,3,3,3,2,2,4,3,Finance-Oriented,FinTech / Công nghệ tài chính,Accounting Basics; Financial Analysis; Excel; SQL; FinTech Basics,Finance-Tech Mentor,Finance Student → Credit/Data Intern → Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0143,Prefer not to say,Grade 11,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Rural,High,Yes,High,Stability,Technology,4,1,4,2,3,4,3,4,3,2,3,3,2,2,2,4,3,3,2,2,3,3,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0144,Male,Grade 11,6.5-7.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,High,Yes,High,Social Impact,Business,4,3,2,2,3,4,4,4,5,2,4,3,5,2,3,4,5,3,4,5,3,2,Social-Communicative,Human Resource Management / Quản trị nhân lực,Communication; Psychology Basics; HR Management; Career Planning,HR / Career Mentor,HR Student → Training Assistant → HR Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0145,Female,Grade 11,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,High,Undecided,Low,Stability,Finance,3,4,3,3,5,5,4,3,4,2,2,2,4,4,3,5,2,5,4,4,4,3,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0146,Male,Grade 11,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,Low,No,Medium,Stability,Media & Communication,4,2,5,2,5,5,4,3,2,2,4,4,3,3,3,3,4,3,3,4,2,4,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0147,Female,Grade 12,9.0-10.0,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,Medium,Undecided,Medium,Growth,Finance,5,3,5,2,4,3,4,5,2,3,2,3,3,3,5,3,3,2,2,4,5,4,Finance-Oriented,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,Finance Foundation → Data Skills → FinTech / Digital Banking Pathway,synthetic,assessment_driven,domain_informed_rules,v1.4
S0148,Male,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,Medium,Yes,Low,Stability,Finance,3,4,5,4,2,3,4,5,3,2,4,4,2,4,5,3,3,3,2,3,2,4,Finance-Oriented,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,Finance Foundation → Data Skills → FinTech / Digital Banking Pathway,synthetic,assessment_driven,domain_informed_rules,v1.4
S0149,Female,Grade 12,6.5-7.9,"D01 - Math, Literature, English",Language-oriented,Rural,High,Yes,Medium,Stability,Finance,5,3,4,3,4,5,1,4,3,2,2,4,2,2,3,4,2,4,2,4,4,4,Tech-Analytical,FinTech / Công nghệ tài chính,Finance Fundamentals; Excel for Business; SQL; Data Analytics; FinTech Introduction,Finance-Tech Mentor,FinTech Intern → Digital Finance Analyst → FinTech Product Specialist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0150,Female,Grade 11,9.0-10.0,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Yes,High,Salary,Technology,3,4,4,2,4,5,4,3,3,3,3,5,5,3,3,2,3,4,3,3,4,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0151,Male,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Suburban,Medium,Yes,High,Stability,Finance,5,4,3,4,3,4,3,4,3,3,4,4,3,2,3,2,4,3,4,4,4,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Banking Assistant → Financial Analyst → Finance Manager,synthetic,assessment_driven,domain_informed_rules,v1.4
S0152,Female,Grade 12,8.0-8.9,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Suburban,Medium,Yes,High,Salary,Healthcare,5,3,4,3,4,3,4,2,2,2,2,2,2,4,3,4,3,4,3,2,4,5,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0153,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Law-oriented,Urban,Medium,Yes,Medium,Growth,Law,2,3,3,2,3,2,5,4,5,4,5,3,4,3,4,3,3,3,4,3,4,2,Social-Communicative,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0154,Female,Grade 12,Below 5.0,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Rural,Medium,Undecided,Medium,Growth,Healthcare,3,4,5,3,3,3,3,3,3,1,4,3,3,5,2,3,5,4,4,3,4,3,Balanced Explorer,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0155,Female,Grade 11,8.0-8.9,"A01 - Math, Physics, English",Business-Finance-oriented,Suburban,Medium,Yes,Medium,Growth,Business,3,3,4,3,3,3,2,5,3,4,3,4,3,4,5,3,5,4,3,2,3,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0156,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Suburban,Medium,Yes,Medium,Salary,Education,3,3,4,4,2,3,2,3,3,3,2,3,3,1,2,4,4,4,4,5,4,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0157,Male,Grade 12,6.5-7.9,"D01 - Math, Literature, English",Language-oriented,Urban,Medium,Undecided,Medium,Passion,Finance,4,3,2,3,3,3,3,3,3,3,2,2,2,4,2,4,5,4,2,3,3,2,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0158,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Rural,Low,No,Low,Salary,Business,3,5,3,2,2,3,3,3,4,3,5,4,4,3,1,4,4,4,4,3,2,3,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning; Online Learning Resources,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0159,Female,Grade 11,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Rural,High,Undecided,Medium,Growth,Business,4,3,4,4,4,5,2,3,3,2,3,4,1,3,2,3,4,3,2,3,5,3,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0160,Male,Grade 11,8.0-8.9,"A00 - Math, Physics, Chemistry",Natural-science / Healthcare-oriented,Urban,High,Yes,Medium,Passion,Healthcare,4,4,5,3,3,5,4,3,2,3,3,3,4,4,3,5,3,4,4,2,3,4,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0161,Male,Grade 12,8.0-8.9,"C00 - Literature, History, Geography",Law-oriented,Suburban,Low,Undecided,Low,Social Impact,Law,2,4,5,2,3,3,3,3,4,3,4,2,5,4,4,3,5,4,4,3,4,3,Social-Communicative,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0162,Female,Grade 11,Below 5.0,"A01 - Math, Physics, English",Business-Finance-oriented,Urban,Low,No,Medium,Salary,Media & Communication,3,3,3,2,3,2,2,5,5,4,4,4,3,2,4,4,4,5,4,5,2,4,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0163,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Media-oriented,Urban,Medium,Yes,Medium,Growth,Finance,4,2,4,3,3,2,2,4,3,4,2,2,4,2,3,3,4,4,5,4,4,2,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0164,Female,Grade 12,8.0-8.9,"C00 - Literature, History, Geography",Social-science-oriented,Urban,Medium,Yes,Medium,Growth,Technology,3,4,4,2,3,2,3,4,2,2,4,2,3,3,2,3,5,5,5,3,3,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0165,Male,Grade 11,9.0-10.0,"D01 - Math, Literature, English",Law-oriented,Rural,Medium,Undecided,High,Stability,Law,3,4,3,2,3,2,2,3,5,4,4,4,5,3,4,3,4,4,2,3,5,3,Social-Communicative,Law / Luật,Introduction to Law; Critical Thinking; Communication; Civic Education; English for Legal Studies,Law / Public Policy Mentor,Law Student → Legal Intern → Legal Assistant / Public Policy Assistant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0166,Male,Grade 11,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Medium,No,High,Social Impact,Business,3,3,3,4,2,4,3,3,3,4,4,2,4,3,2,3,4,5,4,3,3,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0167,Male,Grade 11,Below 5.0,"C00 - Literature, History, Geography",Social-science-oriented,Suburban,High,Undecided,High,Stability,Business,4,3,2,5,3,4,3,3,4,5,4,4,3,3,4,5,3,4,4,2,2,4,Creative-Design,Communication and Digital Media / Truyền thông & Truyền thông số,Communication; Content Creation; Digital Marketing; Media Planning,Communication / Media Mentor,Communication Foundation → Media Projects → Digital Communication Pathway,synthetic,assessment_driven,domain_informed_rules,v1.4
S0168,Prefer not to say,Grade 11,8.0-8.9,Undecided,Business-Finance-oriented,Suburban,Medium,Undecided,High,Stability,Business,4,3,5,3,3,2,3,5,1,4,3,5,5,3,4,4,4,2,2,3,4,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0169,Female,Grade 11,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Medium,No,Medium,Growth,Media & Communication,4,1,5,2,3,5,4,3,3,3,3,2,2,3,2,4,2,3,1,3,4,3,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0170,Male,Grade 12,9.0-10.0,"D01 - Math, Literature, English",Language-oriented,Urban,Low,Yes,Low,Growth,Technology,3,3,4,3,2,2,3,4,3,3,3,3,2,4,4,3,3,5,5,3,4,3,Balanced Explorer,Career Exploration / Định hướng nghề nghiệp,Career Exploration; Basic IT; Communication; Study Planning; Self-Assessment,General Career Mentor,Exploration Stage → Foundation Courses → Major Selection,synthetic,assessment_driven,domain_informed_rules,v1.4
S0171,Female,Grade 12,6.5-7.9,"C00 - Literature, History, Geography",Social-science-oriented,Suburban,Medium,Yes,Low,Social Impact,Technology,2,3,2,3,2,2,2,3,4,3,4,3,5,3,3,2,4,5,4,3,3,3,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0172,Male,Grade 12,8.0-8.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,Medium,No,Low,Salary,Business,4,3,4,3,2,2,3,3,2,3,2,3,3,2,4,4,2,3,2,3,3,2,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel; Online Learning Resources,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0173,Female,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-oriented,Suburban,Medium,Yes,Low,Passion,Media & Communication,3,4,2,3,3,3,3,2,5,2,5,4,5,3,2,4,3,3,3,4,3,2,Social-Communicative,Communication and Digital Media / Truyền thông & Truyền thông số,Communication; Content Creation; Digital Marketing; Media Planning,Communication / Media Mentor,Content Assistant → Communication Specialist → Digital Media Strategist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0174,Male,Grade 12,9.0-10.0,"A01 - Math, Physics, English",STEM-oriented,Urban,Medium,Yes,Medium,Growth,Technology,4,3,4,4,3,5,4,4,3,3,2,3,3,4,4,4,3,2,3,2,3,4,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0175,Female,Grade 11,8.0-8.9,"A00 - Math, Physics, Chemistry",Business-Finance-oriented,Suburban,High,Yes,Medium,Stability,Business,3,3,4,3,2,3,5,5,4,2,3,2,2,2,3,4,3,2,3,3,4,2,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0176,Male,Grade 12,8.0-8.9,"C00 - Literature, History, Geography",Social-science-oriented,Suburban,Medium,Yes,Medium,Salary,Undecided,3,3,2,3,4,4,5,4,2,2,4,5,4,4,2,3,3,3,4,2,5,4,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0177,Male,Grade 11,9.0-10.0,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Rural,Medium,Undecided,Medium,Salary,Healthcare,4,2,4,3,2,3,4,2,2,3,3,3,4,3,5,3,4,3,4,3,4,3,Balanced Explorer,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0178,Male,Grade 12,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Suburban,Medium,No,Medium,Salary,Finance,2,3,4,4,5,4,5,4,4,2,4,4,3,4,3,1,3,4,3,3,4,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0179,Female,Grade 12,9.0-10.0,"A00 - Math, Physics, Chemistry",STEM-oriented,Urban,Medium,Yes,Medium,Passion,Technology,4,2,5,3,3,3,4,4,4,3,2,4,3,4,3,3,3,2,5,4,4,3,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0180,Male,Grade 11,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,Medium,Undecided,High,Salary,Business,3,3,4,3,5,4,4,5,4,5,3,4,1,3,5,4,2,2,3,2,5,3,Business-Strategic,Business Administration / Quản trị kinh doanh,Management; Marketing Basics; Business Analytics; Project Management,Business Mentor,Business Student → Project/Marketing Intern → Business Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0181,Male,Grade 11,6.5-7.9,"A00 - Math, Physics, Chemistry",STEM-oriented,Suburban,Medium,Yes,Low,Passion,Business,4,1,4,4,5,4,3,3,3,2,3,1,3,3,4,4,2,3,3,3,3,4,Tech-Analytical,Information Technology / Công nghệ thông tin,Python Basics; SQL; Database Systems; Data Analytics,Technology Mentor,IT Student → Junior Developer → Software Engineer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0182,Male,Grade 11,6.5-7.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,Medium,Yes,Medium,Salary,Education,5,3,4,5,2,2,4,4,3,2,3,4,4,4,4,2,1,2,4,3,4,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0183,Female,Grade 11,Below 5.0,"B00 - Math, Chemistry, Biology",Natural-science / Healthcare-oriented,Rural,Medium,Yes,Medium,Social Impact,Healthcare,5,4,3,3,5,4,4,5,3,3,2,3,3,3,3,4,4,4,4,3,4,4,Tech-Analytical,Healthcare / Y - Dược,Biology Basics; Chemistry Basics; Health Science Introduction; Communication; Medical Ethics,Healthcare / Medical Career Mentor,Health Science Student → Clinical / Pharmacy Intern → Healthcare Professional,synthetic,assessment_driven,domain_informed_rules,v1.4
S0184,Female,Grade 12,8.0-8.9,"C00 - Literature, History, Geography",Social-science-oriented,Urban,Medium,Yes,High,Social Impact,Education,2,4,2,3,3,3,2,4,5,2,3,3,4,3,2,1,4,3,4,2,4,2,Social-Communicative,Education and Counseling / Giáo dục & Tư vấn học đường,Communication; Psychology Basics; Education Studies; Career Planning,Education / Counseling Mentor,Education Student → Teaching Assistant → Education Consultant,synthetic,assessment_driven,domain_informed_rules,v1.4
S0185,Male,Grade 12,5.0-6.4,"C00 - Literature, History, Geography",Social-science-oriented,Urban,Low,Yes,Medium,Social Impact,Media & Communication,4,3,4,5,4,3,2,4,3,5,4,2,3,3,4,4,2,2,4,4,3,4,Creative-Design,Digital Media and UX Design / Truyền thông số & Thiết kế UX,UI/UX Basics; Design Thinking; Content Strategy; Web Design,Design / Product Mentor,Design Student → UI/UX Intern → UX Designer,synthetic,assessment_driven,domain_informed_rules,v1.4
S0186,Female,Grade 12,8.0-8.9,"A01 - Math, Physics, English",STEM-oriented,Suburban,High,Yes,Medium,Stability,Finance,4,4,4,3,5,4,4,2,4,3,3,2,3,2,4,4,4,4,3,2,2,5,Tech-Analytical,Management Information Systems / Hệ thống thông tin quản lý,Python Basics; SQL; Business Analytics; Introduction to AI,Business-Tech Mentor,IT/IM Student → Data Intern → Business/Data Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
S0187,Female,Grade 12,5.0-6.4,"A00 - Math, Physics, Chemistry",STEM-oriented,Rural,High,Yes,High,Stability,Media & Communication,2,4,4,3,5,4,5,3,3,3,5,4,3,4,4,3,2,1,3,3,4,4,Business-Strategic,Communication and Digital Media / Truyền thông & Truyền thông số,Communication; Content Creation; Digital Marketing; Media Planning,Communication / Media Mentor,Content Assistant → Communication Specialist → Digital Media Strategist,synthetic,assessment_driven,domain_informed_rules,v1.4
S0188,Male,Grade 11,8.0-8.9,"D01 - Math, Literature, English",Language-Business-oriented,Urban,Medium,Yes,Low,Stability,Finance,4,4,4,2,4,3,4,4,3,3,3,3,3,2,2,4,3,3,4,2,3,4,Finance-Oriented,Finance and Banking / Tài chính - Ngân hàng,Accounting Basics; Banking Operations; Financial Analysis; Excel,Finance Mentor,Finance Student → Credit Analyst Intern → Credit/Financial Analyst,synthetic,assessment_driven,domain_informed_rules,v1.4
